deviceId,bucket,lat,long,pm1_0,pm2_5,pm10,n_readings
00000000078e6811,2021-01-10 14:00:00+05:30,28.667459,77.135857,50.0,81.0,94.0,295
00000000078e6811,2021-01-10 14:15:00+05:30,28.6674538,77.135834,48.0,78.0,88.0,294
00000000078e6811,2021-01-10 14:30:00+05:30,28.667463,77.135887,44.0,72.0,82.0,291
00000000078e6811,2021-01-10 14:45:00+05:30,28.667466,77.135864,43.0,72.0,85.0,289
00000000078e6811,2021-01-10 15:00:00+05:30,28.645647,77.12827940000003,51.0,83.0,96.0,289
00000000078e6811,2021-01-10 15:15:00+05:30,28.58385800000001,77.173126,49.0,78.0,89.0,291
00000000078e6811,2021-01-10 15:30:00+05:30,28.5689156,77.222404,48.0,77.0,90.0,290
00000000078e6811,2021-01-10 15:45:00+05:30,28.563039000000003,77.265373,49.0,82.0,100.0,300
00000000078e6811,2021-01-10 16:00:00+05:30,28.5131445,77.29773750000001,48.0,77.0,92.0,304
00000000078e6811,2021-01-10 16:15:00+05:30,28.493731,77.30307320000001,57.0,93.0,110.0,59
00000000078e6811,2021-01-10 19:00:00+05:30,28.57029575,77.184662,143.0,234.5,266.0,30
00000000078e6811,2021-01-10 20:30:00+05:30,28.564844,77.24498,96.0,157.0,180.0,95
00000000078e6811,2021-01-10 20:45:00+05:30,28.579325,77.22719599999998,103.0,166.0,190.0,291
00000000078e6811,2021-01-10 21:00:00+05:30,28.57922,77.23337950000001,99.5,161.0,181.0,64
00000000078e6811,2021-01-11 04:30:00+05:30,28.579407,77.227188,126.0,229.0,268.0,195
00000000078e6811,2021-01-11 04:45:00+05:30,28.579399,77.227249,197.0,418.0,487.5,285
00000000078e6811,2021-01-11 05:00:00+05:30,28.534793999999998,77.285694,101.0,178.0,206.5,290
00000000078e6811,2021-01-11 05:15:00+05:30,28.514494,77.296898,88.0,155.0,182.0,281
00000000078e6811,2021-01-11 05:30:00+05:30,28.5623295,77.2510795,88.0,152.0,175.0,297
00000000078e6811,2021-01-11 05:45:00+05:30,28.583436750000004,77.173145,83.0,145.0,164.5,294
00000000078e6811,2021-01-11 06:00:00+05:30,28.641077000000003,77.129696,74.0,126.0,145.0,210
00000000078e6811,2021-01-11 07:00:00+05:30,28.6576644,77.1279022,72.0,128.0,147.0,130
00000000078e6811,2021-01-11 07:15:00+05:30,28.6178305,77.136604,87.0,141.0,160.0,292
00000000078e6811,2021-01-11 07:30:00+05:30,28.569616500000002,77.204868,68.0,115.0,132.0,298
00000000078e6811,2021-01-11 07:45:00+05:30,28.548527000000004,77.276344,77.0,130.0,151.0,295
00000000078e6811,2021-01-11 08:00:00+05:30,28.492853099999998,77.3037616909091,82.0,142.0,163.0,204
00000000078e6811,2021-01-11 13:15:00+05:30,28.564974,77.239037,42.5,68.5,80.5,8
00000000078e6811,2021-01-11 13:30:00+05:30,28.569189166666668,77.21237550000001,47.0,76.0,87.0,294
00000000078e6811,2021-01-11 13:45:00+05:30,28.585058,77.17215350000001,47.0,75.0,86.0,292
00000000078e6811,2021-01-11 14:00:00+05:30,28.625650000000007,77.13442425,45.0,72.0,81.0,286
00000000078e6811,2021-01-11 14:15:00+05:30,28.667341,77.135704,44.0,70.0,80.0,289
00000000078e6811,2021-01-11 14:30:00+05:30,28.667353,77.135727,41.0,64.0,76.0,301
00000000078e6811,2021-01-11 14:45:00+05:30,28.66728,77.135704,41.0,65.0,77.0,293
00000000078e6811,2021-01-11 15:00:00+05:30,28.62731025,77.134244,47.0,77.0,88.0,306
00000000078e6811,2021-01-11 15:15:00+05:30,28.582214,77.17395,45.0,72.0,82.0,293
00000000078e6811,2021-01-11 15:30:00+05:30,28.568766,77.220535,43.0,67.0,78.0,269
00000000078e6811,2021-01-11 15:45:00+05:30,28.557005794117643,77.26653,44.0,70.0,80.0,300
00000000078e6811,2021-01-11 16:00:00+05:30,28.51298837500001,77.29780325,45.0,71.0,82.0,299
00000000078e6811,2021-01-11 16:15:00+05:30,28.492254625,77.3034854375,42.0,68.0,79.0,22
00000000078e6811,2021-01-11 19:00:00+05:30,28.565673500000003,77.232124,77.0,124.0,141.0,208
00000000078e6811,2021-01-11 19:15:00+05:30,28.56237433333333,77.25138333333334,84.0,132.0,151.0,307
00000000078e6811,2021-01-11 19:30:00+05:30,28.530574,77.287792,89.0,141.0,161.0,300
00000000078e6811,2021-01-11 19:45:00+05:30,28.5162655,77.296467,93.5,151.0,175.0,302
00000000078e6811,2021-01-11 20:00:00+05:30,28.493980000000004,77.303246,94.0,152.0,172.0,301
00000000078e6811,2021-01-11 20:15:00+05:30,28.52655,77.29073299999997,104.0,171.0,199.0,287
00000000078e6811,2021-01-11 20:30:00+05:30,28.562105,77.2563826923077,98.0,157.0,178.0,293
00000000078e6811,2021-01-11 20:45:00+05:30,28.578415300000007,77.2269977,101.0,162.0,179.0,186
00000000078e6811,2021-01-11 22:30:00+05:30,28.579496,77.234535,103.5,177.5,211.0,16
00000000078e6811,2021-01-11 22:45:00+05:30,28.5794365,77.234543,101.0,169.0,187.0,303
00000000078e6811,2021-01-11 23:00:00+05:30,28.57946,77.23450381249998,96.0,158.0,175.0,302
00000000078e6811,2021-01-11 23:15:00+05:30,28.579414,77.234543,95.0,156.0,172.0,294
00000000078e6811,2021-01-11 23:30:00+05:30,28.579468,77.23450299999999,94.0,155.5,173.0,296
00000000078e6811,2021-01-11 23:45:00+05:30,28.579496,77.234512,95.0,157.0,175.0,292
00000000078e6811,2021-01-12 00:00:00+05:30,28.5795174,77.234459,94.0,155.0,171.0,292
00000000078e6811,2021-01-12 00:15:00+05:30,28.579554,77.234489,95.0,155.0,171.0,295
00000000078e6811,2021-01-12 00:30:00+05:30,28.579468,77.234451,98.0,159.0,176.0,296
00000000078e6811,2021-01-12 00:45:00+05:30,28.579521000000003,77.234489,93.0,151.0,166.0,296
00000000078e6811,2021-01-12 01:00:00+05:30,28.579521000000003,77.234474,91.0,148.0,164.0,293
00000000078e6811,2021-01-12 01:15:00+05:30,28.579475,77.2345,90.0,148.0,163.0,297
00000000078e6811,2021-01-12 01:30:00+05:30,28.57946,77.234489,89.0,145.0,159.0,299
00000000078e6811,2021-01-12 01:45:00+05:30,28.579367,77.23183399999998,93.0,151.0,167.0,297
00000000078e6811,2021-01-12 02:00:00+05:30,28.579159000000004,77.23161554545455,97.0,160.0,176.0,184
00000000078e6811,2021-01-12 02:30:00+05:30,28.579227000000003,77.231567,114.0,191.0,211.0,274
00000000078e6811,2021-01-12 02:45:00+05:30,28.5791435,77.23152337500002,124.0,211.0,236.0,297
00000000078e6811,2021-01-12 03:00:00+05:30,28.579321000000004,77.231544,127.0,218.0,244.0,300
00000000078e6811,2021-01-12 03:15:00+05:30,28.579311000000004,77.231544,115.0,196.0,219.0,301
00000000078e6811,2021-01-12 03:30:00+05:30,28.579241,77.23153140000002,101.0,170.0,187.0,297
00000000078e6811,2021-01-12 03:45:00+05:30,28.579235,77.23156,96.0,158.5,175.0,298
00000000078e6811,2021-01-12 04:00:00+05:30,28.579489,77.22614300000002,94.0,157.0,175.0,311
00000000078e6811,2021-01-12 04:15:00+05:30,28.579479,77.226128,97.0,163.0,180.0,298
00000000078e6811,2021-01-12 04:30:00+05:30,28.569752,77.2295,103.0,173.0,193.0,301
00000000078e6811,2021-01-12 04:45:00+05:30,28.525997,77.291382,112.0,186.0,209.0,297
00000000078e6811,2021-01-12 05:00:00+05:30,28.493359,77.30365350000002,105.0,183.0,213.0,298
00000000078e6811,2021-01-12 05:15:00+05:30,28.5468245,77.277634,112.0,191.0,215.0,286
00000000078e6811,2021-01-12 05:30:00+05:30,28.56879983333333,77.2165755,114.0,191.0,215.0,290
00000000078e6811,2021-01-12 05:45:00+05:30,28.59748775,77.1641215,112.0,189.0,211.0,258
00000000078e6811,2021-01-12 06:00:00+05:30,28.6543505,77.13009249999999,139.0,245.0,280.5,212
00000000078e6811,2021-01-12 06:45:00+05:30,28.667398,77.13790499999999,125.0,226.0,262.0,150
00000000078e6811,2021-01-12 07:00:00+05:30,28.667314875,77.135712,114.0,198.0,222.0,280
00000000078e6811,2021-01-12 07:15:00+05:30,28.61831075,77.1365925,132.0,235.0,266.0,294
00000000078e6811,2021-01-12 07:30:00+05:30,28.569673740259738,77.19764189285715,115.0,194.0,216.0,300
00000000078e6811,2021-01-12 07:45:00+05:30,28.5583945,77.26290499999999,140.0,247.0,280.0,292
00000000078e6811,2021-01-12 08:00:00+05:30,28.50823103846154,77.29975984615385,137.0,237.0,271.0,288
00000000078e6811,2021-01-12 08:15:00+05:30,28.491759290909087,77.3039055625,136.0,238.0,273.0,256
00000000078e6811,2021-01-12 09:45:00+05:30,28.538815000000003,77.28312700000002,124.0,222.0,262.0,81
00000000078e6811,2021-01-12 10:00:00+05:30,28.5497655,77.27413950000002,119.0,209.0,249.0,286
00000000078e6811,2021-01-12 10:15:00+05:30,28.564941,77.242241,115.0,197.0,230.0,283
00000000078e6811,2021-01-12 10:30:00+05:30,28.569472,77.200861,112.0,188.0,214.0,296
00000000078e6811,2021-01-12 10:45:00+05:30,28.587496,77.170784,112.0,190.0,219.0,291
00000000078e6811,2021-01-12 11:00:00+05:30,28.5702985,77.185684,112.0,189.0,213.0,291
00000000078e6811,2021-01-12 11:15:00+05:30,28.565385,77.245522,107.0,176.0,198.5,290
00000000078e6811,2021-01-12 11:30:00+05:30,28.53664,77.28469099999998,107.0,178.0,200.0,296
00000000078e6811,2021-01-12 11:45:00+05:30,28.49187,77.303871,119.0,199.0,229.0,297
00000000078e6811,2021-01-12 12:00:00+05:30,28.492304200000003,77.303589,113.0,188.0,212.0,167
00000000078e6811,2021-01-12 13:45:00+05:30,28.646981500000003,77.1285135,89.0,142.5,160.0,40
00000000078e6811,2021-01-12 14:00:00+05:30,28.667624,77.136108,80.0,127.0,137.0,254
00000000078e6811,2021-01-12 14:15:00+05:30,28.667631,77.136093,75.0,119.0,128.5,298
00000000078e6811,2021-01-12 14:30:00+05:30,28.667639,77.136116,74.0,117.0,129.0,285
00000000078e6811,2021-01-12 14:45:00+05:30,28.6578492,77.12799079999998,95.0,158.0,184.0,289
00000000078e6811,2021-01-12 15:00:00+05:30,28.609164999999997,77.1400375,98.0,162.0,183.0,278
00000000078e6811,2021-01-12 15:15:00+05:30,28.569859,77.195724,91.0,148.0,164.0,303
00000000078e6811,2021-01-12 15:30:00+05:30,28.565243,77.24884759999998,99.0,160.0,177.0,289
00000000078e6811,2021-01-12 15:45:00+05:30,28.528032,77.28922299999998,86.0,139.0,154.0,299
00000000078e6811,2021-01-12 16:00:00+05:30,28.493945,77.303558,80.0,127.0,143.0,297
00000000078e6811,2021-01-12 16:15:00+05:30,28.49471753125,77.30301063333336,110.0,169.0,183.0,292
00000000078e6811,2021-01-12 16:30:00+05:30,28.494698,77.303085,96.0,150.0,163.0,292
00000000078e6811,2021-01-12 16:45:00+05:30,28.49469691666667,77.30312773076923,59.0,93.0,104.0,230
00000000078e6811,2021-01-12 17:45:00+05:30,28.562971,77.250221,108.0,182.0,204.0,113
00000000078e6811,2021-01-12 18:00:00+05:30,28.569296,77.206276,115.0,187.0,209.0,293
00000000078e6811,2021-01-12 18:15:00+05:30,28.571640125,77.180605625,125.0,209.0,239.0,301
00000000078e6811,2021-01-12 18:30:00+05:30,28.593388,77.167236,124.0,205.0,240.0,295
00000000078e6811,2021-01-12 18:45:00+05:30,28.569918,77.1934,123.0,198.0,221.0,298
00000000078e6811,2021-01-12 19:00:00+05:30,28.56533027272728,77.2392228,144.0,243.0,273.0,301
00000000078e6811,2021-01-12 19:15:00+05:30,28.56147518181818,77.25944245454545,146.0,239.0,262.5,288
00000000078e6811,2021-01-12 19:30:00+05:30,28.528969500000002,77.288544,177.0,288.5,320.5,298
00000000078e6811,2021-01-12 19:45:00+05:30,28.4986355,77.30193349999998,155.0,254.0,284.0,293
00000000078e6811,2021-01-12 20:00:00+05:30,28.494179187500002,77.30288300000001,161.0,254.0,285.0,34
00000000078e6811,2021-01-12 20:45:00+05:30,28.5794195,77.22728000000002,201.0,339.5,378.5,60
00000000078e6811,2021-01-12 23:15:00+05:30,28.5793075,77.230606,242.0,445.0,505.0,24
00000000078e6811,2021-01-12 23:30:00+05:30,28.579363,77.228844,219.0,396.0,444.0,299
00000000078e6811,2021-01-12 23:45:00+05:30,28.579317,77.22882800000002,205.0,358.0,399.0,299
00000000078e6811,2021-01-13 00:00:00+05:30,28.579264,77.228813,197.0,344.0,384.0,305
00000000078e6811,2021-01-13 00:15:00+05:30,28.579342,77.228813,189.0,324.0,361.0,303
00000000078e6811,2021-01-13 00:30:00+05:30,28.57930075,77.2288322857143,184.0,315.0,353.0,292
00000000078e6811,2021-01-13 00:45:00+05:30,28.579320000000003,77.228806,189.0,324.5,360.0,306
00000000078e6811,2021-01-13 01:00:00+05:30,28.579338,77.228798,189.0,326.0,364.0,305
00000000078e6811,2021-01-13 01:15:00+05:30,28.579367937500002,77.228813,190.0,329.0,368.0,302
00000000078e6811,2021-01-13 01:30:00+05:30,28.579378,77.228806,191.5,330.0,368.0,308
00000000078e6811,2021-01-13 01:45:00+05:30,28.579329,77.228806,188.0,320.0,358.5,308
00000000078e6811,2021-01-13 02:00:00+05:30,28.579303000000003,77.22878766666666,185.0,315.0,349.0,307
00000000078e6811,2021-01-13 02:15:00+05:30,28.579302,77.228806,183.0,314.0,351.0,304
00000000078e6811,2021-01-13 02:30:00+05:30,28.579306,77.228806,179.0,304.0,340.0,311
00000000078e6811,2021-01-13 02:45:00+05:30,28.579302,77.228836,178.0,305.0,340.0,301
00000000078e6811,2021-01-13 03:00:00+05:30,28.5792762,77.22882800000002,172.0,296.0,332.0,323
00000000078e6811,2021-01-13 03:15:00+05:30,28.579325,77.228806,165.0,283.0,319.0,303
00000000078e6811,2021-01-13 03:30:00+05:30,28.579325,77.22880950000003,162.0,278.0,313.0,311
00000000078e6811,2021-01-13 03:45:00+05:30,28.579338,77.228767,163.0,280.0,314.0,309
00000000078e6811,2021-01-13 04:00:00+05:30,28.579306,77.22882237500002,159.0,273.0,308.0,315
00000000078e6811,2021-01-13 04:15:00+05:30,28.57934033333333,77.22718502631578,158.0,271.0,305.0,304
00000000078e6811,2021-01-13 04:30:00+05:30,28.5793788,77.22728000000002,157.0,269.0,307.0,305
00000000078e6811,2021-01-13 04:45:00+05:30,28.535798999999997,77.28516575,170.5,306.0,356.0,292
00000000078e6811,2021-01-13 05:00:00+05:30,28.49337009090909,77.30348599999999,166.0,294.0,341.0,298
00000000078e6811,2021-01-13 05:15:00+05:30,28.547927187500004,77.276635625,160.0,280.0,323.0,294
00000000078e6811,2021-01-13 05:30:00+05:30,28.5689755,77.21316549999999,156.0,267.0,307.5,308
00000000078e6811,2021-01-13 05:45:00+05:30,28.607113,77.14151,161.0,271.0,307.0,293
00000000078e6811,2021-01-13 06:00:00+05:30,28.655544,77.12631483333332,141.5,248.0,285.0,92
00000000078e6811,2021-01-13 11:15:00+05:30,28.547686062500006,77.27711537500002,128.0,221.0,257.0,250
00000000078e6811,2021-01-13 11:30:00+05:30,28.501601375,77.30084249999999,138.0,237.0,275.0,296
00000000078e6811,2021-01-13 11:45:00+05:30,28.491764,77.30393699999998,140.0,236.0,274.0,247
00000000078e6811,2021-01-13 13:15:00+05:30,28.565308,77.23790749999998,114.0,191.0,218.0,89
00000000078e6811,2021-01-13 13:30:00+05:30,28.569613,77.19491866666667,104.0,174.0,196.0,289
00000000078e6811,2021-01-13 13:45:00+05:30,28.607450500000002,77.14135350000001,91.5,152.0,176.5,294
00000000078e6811,2021-01-13 14:00:00+05:30,28.647572,77.130028,117.0,193.0,220.0,301
00000000078e6811,2021-01-13 14:15:00+05:30,28.667355,77.13578000000003,99.0,163.0,183.0,297
00000000078e6811,2021-01-13 14:30:00+05:30,28.667347,77.13575,87.0,144.0,161.0,289
00000000078e6811,2021-01-13 14:45:00+05:30,28.667297,77.13574200000002,81.0,133.0,149.0,301
00000000078e6811,2021-01-13 15:00:00+05:30,28.626978,77.13428499999998,103.0,170.0,193.0,298
00000000078e6811,2021-01-13 15:15:00+05:30,28.58097925,77.17468525,115.0,186.0,211.0,295
00000000078e6811,2021-01-13 15:30:00+05:30,28.56757890909091,77.22614940909091,103.0,167.0,188.0,298
00000000078e6811,2021-01-13 15:45:00+05:30,28.5569975,77.269058,99.0,160.0,179.0,301
00000000078e6811,2021-01-13 16:00:00+05:30,28.515999,77.296585,99.0,160.0,180.0,291
00000000078e6811,2021-01-13 16:15:00+05:30,28.494016600000002,77.303379,104.0,169.0,191.0,282
00000000078e6811,2021-01-13 16:30:00+05:30,28.49471509090909,77.30309419999998,99.0,159.0,179.0,295
00000000078e6811,2021-01-13 16:45:00+05:30,28.49478,77.30301055000001,94.0,151.0,168.5,302
00000000078e6811,2021-01-13 17:00:00+05:30,28.494661,77.303093,95.0,153.0,173.0,307
00000000078e6811,2021-01-13 17:15:00+05:30,28.49467421428572,77.30306999999998,104.0,169.0,190.0,299
00000000078e6811,2021-01-13 17:30:00+05:30,28.533154,77.286346,103.0,170.0,195.0,295
00000000078e6811,2021-01-13 17:45:00+05:30,28.5594971,77.261932,111.0,180.0,204.0,292
00000000078e6811,2021-01-13 18:00:00+05:30,28.568797727272724,77.21776154545454,111.0,181.0,204.0,288
00000000078e6811,2021-01-13 18:15:00+05:30,28.573061333333335,77.17913566666667,162.5,268.0,301.5,288
00000000078e6811,2021-01-13 18:30:00+05:30,28.59115,77.1680341875,122.0,199.0,228.5,302
00000000078e6811,2021-01-13 18:45:00+05:30,28.5848515,77.1724475,132.0,215.0,243.0,284
00000000078e6811,2021-01-13 19:00:00+05:30,28.567935,77.2254565,148.0,237.0,265.0,294
00000000078e6811,2021-01-13 19:15:00+05:30,28.565044,77.249985,143.0,231.0,255.0,307
00000000078e6811,2021-01-13 19:30:00+05:30,28.538646,77.28341320000001,167.0,270.0,301.0,286
00000000078e6811,2021-01-13 19:45:00+05:30,28.52648975,77.29108075,182.0,302.0,340.0,295
00000000078e6811,2021-01-13 20:00:00+05:30,28.495070500000004,77.3032345,225.0,381.0,425.5,292
00000000078e6811,2021-01-13 20:15:00+05:30,28.506423,77.29990749999997,219.0,370.0,410.0,293
00000000078e6811,2021-01-13 20:30:00+05:30,28.556482,77.263692,215.0,360.0,392.0,299
00000000078e6811,2021-01-13 20:45:00+05:30,28.573962800000004,77.2276725,258.0,446.0,493.0,284
00000000078e6811,2021-01-13 22:45:00+05:30,28.579241,77.230751,271.0,498.0,553.0,81
00000000078e6811,2021-01-13 23:00:00+05:30,28.579241,77.23078199999998,281.0,518.0,571.0,295
00000000078e6811,2021-01-13 23:15:00+05:30,28.57917,77.230797,280.0,517.0,572.0,214
00000000078e6811,2021-01-18 01:30:00+05:30,28.57935,77.231438,142.0,264.5,327.0,20
00000000078e6811,2021-01-18 01:45:00+05:30,28.579374,77.231476,132.0,246.0,303.0,297
00000000078e6811,2021-01-18 02:00:00+05:30,28.579411,77.231491,118.0,216.0,261.0,297
00000000078e6811,2021-01-18 02:15:00+05:30,28.579424,77.231476,110.0,197.0,237.0,304
00000000078e6811,2021-01-18 02:30:00+05:30,28.579443461538467,77.23147871249998,107.0,192.0,230.0,302
00000000078e6811,2021-01-18 02:45:00+05:30,28.579418,77.231483,134.0,232.0,274.0,305
00000000078e6811,2021-01-18 03:00:00+05:30,28.579458062499995,77.231445,117.0,207.0,244.0,314
00000000078e6811,2021-01-18 03:15:00+05:30,28.579451,77.23145600000002,117.0,208.0,245.0,296
00000000078e6811,2021-01-18 03:30:00+05:30,28.579418,77.23151800000002,115.0,203.0,239.0,296
00000000078e6811,2021-01-18 03:45:00+05:30,28.579436125,77.231522,119.0,206.0,243.0,117
00000000078e6811,2021-01-18 04:15:00+05:30,28.579374,77.225689,123.0,221.0,261.0,60
00000000078e6811,2021-01-18 04:30:00+05:30,28.579536,77.225708,113.0,203.0,242.0,299
00000000078e6811,2021-01-18 04:45:00+05:30,28.546732,77.27780150000001,113.0,203.0,241.0,290
00000000078e6811,2021-01-18 05:00:00+05:30,28.495658,77.30290375000001,115.0,206.0,244.0,296
00000000078e6811,2021-01-18 05:15:00+05:30,28.544609,77.278786,114.0,203.0,241.0,295
00000000078e6811,2021-01-18 05:30:00+05:30,28.5677205,77.2257305,110.0,197.0,231.0,298
00000000078e6811,2021-01-18 05:45:00+05:30,28.600897500000002,77.160372,108.0,189.0,223.0,294
00000000078e6811,2021-01-18 06:00:00+05:30,28.65741,77.13176063636364,108.0,190.0,225.0,300
00000000078e6811,2021-01-18 06:15:00+05:30,28.667553,77.137642,112.0,197.0,231.0,303
00000000078e6811,2021-01-18 06:30:00+05:30,28.663851,77.131157,115.0,198.0,232.0,23
00000000078e6811,2021-01-18 10:15:00+05:30,28.565251500000002,77.239937,114.0,193.5,227.0,296
00000000078e6811,2021-01-18 10:30:00+05:30,28.5766815,77.17707800000002,113.0,193.0,225.0,297
00000000078e6811,2021-01-18 10:45:00+05:30,28.5878995,77.17055099999997,108.0,183.0,213.0,295
00000000078e6811,2021-01-18 11:00:00+05:30,28.569719,77.203964,105.0,176.0,204.0,300
00000000078e6811,2021-01-18 11:15:00+05:30,28.563990000000004,77.25026700000002,108.0,179.0,208.0,301
00000000078e6811,2021-01-18 11:30:00+05:30,28.5320762,77.287103,99.0,163.0,189.0,303
00000000078e6811,2021-01-18 11:45:00+05:30,28.493204,77.303871,100.0,165.0,189.0,299
00000000078e6811,2021-01-18 12:00:00+05:30,28.491732,77.303719,96.0,157.0,180.0,128
00000000078e6811,2021-01-18 13:30:00+05:30,28.5692965,77.20813025,79.0,128.5,148.0,128
00000000078e6811,2021-01-18 13:45:00+05:30,28.569683,77.195045,74.0,120.0,136.0,99
00000000078e6811,2021-01-18 14:00:00+05:30,28.636378999999998,77.13020500000002,87.0,142.0,162.0,196
00000000078e6811,2021-01-18 14:15:00+05:30,28.6674144,77.13589499999998,72.0,118.0,138.0,294
00000000078e6811,2021-01-18 14:30:00+05:30,28.667469,77.135933,74.0,119.0,135.0,304
00000000078e6811,2021-01-18 14:45:00+05:30,28.667429400000003,77.135887,72.0,117.0,133.0,299
00000000078e6811,2021-01-18 15:00:00+05:30,28.639181,77.129616,70.0,114.0,133.0,307
00000000078e6811,2021-01-18 15:15:00+05:30,28.5981188,77.1639646,69.0,108.5,123.0,302
00000000078e6811,2021-01-18 15:30:00+05:30,28.569792,77.198097,67.0,103.0,116.0,305
00000000078e6811,2021-01-18 15:45:00+05:30,28.565039,77.24983200000001,75.0,117.0,132.0,304
00000000078e6811,2021-01-18 16:00:00+05:30,28.528116,77.28933,78.0,123.0,140.0,304
00000000078e6811,2021-01-18 16:15:00+05:30,28.491833000000003,77.303848,90.0,141.0,158.0,297
00000000078e6811,2021-01-18 16:30:00+05:30,28.492977000000003,77.303398,83.0,130.0,146.0,294
00000000078e6811,2021-01-18 16:45:00+05:30,28.4929516,77.303383,83.0,131.0,146.0,305
00000000078e6811,2021-01-18 17:00:00+05:30,28.49296272727273,77.303377375,87.0,139.0,155.0,293
00000000078e6811,2021-01-18 17:15:00+05:30,28.493025,77.303387,91.0,145.0,163.5,304
00000000078e6811,2021-01-18 17:30:00+05:30,28.5323125,77.28680775000002,99.0,159.0,181.0,284
00000000078e6811,2021-01-18 17:45:00+05:30,28.5515365,77.264141,108.0,169.0,189.0,308
00000000078e6811,2021-01-18 18:00:00+05:30,28.565961,77.22968599999999,113.0,181.0,205.0,300
00000000078e6811,2021-01-18 18:15:00+05:30,28.570295000000005,77.1831075,125.0,199.0,227.0,302
00000000078e6811,2021-01-18 18:30:00+05:30,28.593258,77.167305,115.0,185.0,217.0,219
00000000078e6811,2021-01-18 19:00:00+05:30,28.568854625,77.22300174999998,157.0,250.0,279.0,128
00000000078e6811,2021-01-18 19:15:00+05:30,28.5620445,77.2566295,181.0,290.0,326.0,196
00000000078e6811,2021-01-18 19:30:00+05:30,28.535393,77.285545,161.0,258.0,292.0,265
00000000078e6811,2021-01-18 19:45:00+05:30,28.52404000000001,77.292847,174.0,278.0,316.0,291
00000000078e6811,2021-01-18 20:00:00+05:30,28.496210400000002,77.30260849999998,223.0,371.0,417.5,252
00000000078e6811,2021-01-18 20:15:00+05:30,28.52656,77.290932,208.0,337.0,381.0,292
00000000078e6811,2021-01-18 20:30:00+05:30,28.562691,77.250465,220.0,365.0,409.0,297
00000000078e6811,2021-01-18 20:45:00+05:30,28.581274,77.22527112499998,217.0,357.0,395.0,293
00000000078e6811,2021-01-18 21:00:00+05:30,28.579325,77.22751600000002,301.0,523.0,583.0,15
00000000078e6811,2021-01-18 22:30:00+05:30,28.579235,77.233078,248.0,442.0,506.0,185
00000000078e6811,2021-01-18 22:45:00+05:30,28.579241,77.233047,209.0,351.0,394.0,306
00000000078e6811,2021-01-18 23:00:00+05:30,28.579282,77.23304,211.0,357.0,398.0,229
00000000078e6811,2021-01-18 23:15:00+05:30,28.578987,77.233002,224.0,376.5,415.0,42
00000000078e6811,2021-01-18 23:30:00+05:30,28.579184,77.23304,219.0,368.0,405.0,47
00000000078e6811,2021-01-19 04:15:00+05:30,28.5794535,77.2253495,240.0,447.5,513.0,6
00000000078e6811,2021-01-19 04:30:00+05:30,28.5686475,77.22970140000001,243.0,456.5,514.5,286
00000000078e6811,2021-01-19 04:45:00+05:30,28.527727,77.289558,223.0,401.0,453.0,303
